Employee ID;Employee Name;Gender;Age;Department;Job Role;Hire Date;Employment Status;Resignation Date;Education Level;Region;Monthly Salary;Salary Category;Bonus;Performance Score;Overtime Hours;Attendance Rate (%);Years at Company;Job Satisfaction
EMP000135;Employee_135;Male;56;Customer Service;Customer Support;25/06/2022;Active;;High School;Jakarta;Rp23.115.185,00;Rp15 jt - Rp25 jt;Rp9.978.630,00;2,92;25;70,46;4;3
EMP000136;Employee_136;Male;29;Logistics;Supply Chain Analyst;06/07/2024;Active;;Bachelor;Medan;Rp12.656.617,00;Rp10 jt - Rp15 jt;Rp523.875,00;4,98;28;75,3;2;5
EMP000137;Employee_137;Female;22;Finance;Financial Analyst;14/12/2018;Active;;High School;Jakarta;Rp4.632.903,00;<Rp5 jt;Rp4.879.875,00;3,41;49;91,79;7,5;4
EMP000138;Employee_138;Male;23;Sales;Sales Executive;17/05/2019;Active;;Bachelor;Yogyakarta;Rp4.025.771,00;<Rp5 jt;Rp8.713.713,00;3,52;57;84,52;7,1;3
EMP000139;Employee_139;Female;50;HR;Recruiter;05/09/2025;Active;;High School;Jakarta;Rp4.123.806,00;<Rp5 jt;Rp6.551.907,00;3,7;19;84,46;0,8;3
EMP000140;Employee_140;Male;54;Logistics;Warehouse Staff;23/04/2019;Active;;Master;Jakarta;Rp31.953.748,00;>Rp25 jt;Rp541.889,00;0;27;93,63;7,2;1
EMP000141;Employee_141;Male;36;Sales;Sales Manager;11/06/2024;Active;;Bachelor;Surabaya;Rp22.866.009,00;Rp15 jt - Rp25 jt;Rp8.801.144,00;3,93;60;92,66;2;5
EMP000142;Employee_142;Female;49;Marketing;Marketing Executive;18/06/2024;Active;;Bachelor;Medan;Rp29.575.601,00;>Rp25 jt;Rp3.703.512,00;2,66;55;88,26;2;2
EMP000143;Employee_143;Male;28;HR;HR Manager;29/02/2020;Resigned;24/07/2024;Master;Yogyakarta;Rp14.489.008,00;Rp10 jt - Rp15 jt;Rp105.394,00;3,68;27;94,78;4,4;5
EMP000144;Employee_144;Male;23;Finance;Accountant;19/10/2022;Active;;Bachelor;Jakarta;Rp23.414.816,00;Rp15 jt - Rp25 jt;Rp6.647.675,00;3,39;30;74,36;3,7;4
EMP000145;Employee_145;Female;42;IT;System Admin;07/10/2025;Active;;Diploma;Semarang;Rp13.777.214,00;Rp10 jt - Rp15 jt;Rp7.655.040,00;4,6;27;85,34;0,7;3
EMP000146;Employee_146;Male;28;Marketing;SEO Specialist;05/11/2023;Active;;Master;Surabaya;Rp20.382.040,00;Rp15 jt - Rp25 jt;Rp6.712.447,00;4,66;7;97,09;2,6;1
EMP000147;Employee_147;Female;46;Logistics;Supply Chain Analyst;13/10/2022;Active;;Diploma;Yogyakarta;Rp8.556.143,00;Rp5 jt - Rp10 jt;Rp4.661.935,00;3,29;28;95,62;3,7;3
EMP000148;Employee_148;Male;40;Finance;Accountant;15/01/2023;Active;;Master;Yogyakarta;Rp16.139.873,00;Rp15 jt - Rp25 jt;Rp6.973.974,00;2,86;21;85,58;3,4;1
EMP000149;Employee_149;Male;44;Finance;Accountant;19/05/2019;Active;;Diploma;Jakarta;Rp9.274.328,00;Rp5 jt - Rp10 jt;Rp9.220.362,00;4,71;26;78,27;7,1;1
EMP000150;Employee_150;Female;50;Customer Service;Call Center;30/12/2025;Active;;Diploma;Bandung;Rp33.215.353,00;>Rp25 jt;Rp4.615.703,00;3,5;5;99,85;0,5;5
EMP000151;Employee_151;Female;48;IT;Data Analyst;31/07/2022;Active;;Master;Medan;Rp21.491.138,00;Rp15 jt - Rp25 jt;Rp8.955.620,00;4,61;43;72,56;3,9;5
EMP000152;Employee_152;Female;54;Sales;Sales Manager;24/03/2022;Active;;Master;Semarang;Rp16.693.188,00;Rp15 jt - Rp25 jt;Rp1.167.314,00;3,49;14;82,67;4,2;3
EMP000153;Employee_153;Male;30;Sales;Sales Manager;17/01/2021;Active;;High School;Yogyakarta;Rp32.823.158,00;>Rp25 jt;Rp6.862.427,00;4,43;54;84,46;5,4;4
EMP000154;Employee_154;Female;33;Customer Service;Call Center;10/08/2022;Active;;Diploma;Semarang;Rp28.309.984,00;>Rp25 jt;Rp1.416.129,00;4,12;4;76,61;3,9;4
EMP000155;Employee_155;Male;26;Finance;Financial Analyst;19/09/2021;Resigned;16/04/2025;Master;Medan;Rp6.059.206,00;Rp5 jt - Rp10 jt;Rp4.536.900,00;2,86;32;77,77;3,6;1
EMP000156;Employee_156;Female;24;Sales;Sales Executive;19/07/2020;Resigned;25/04/2024;High School;Yogyakarta;Rp6.452.317,00;Rp5 jt - Rp10 jt;Rp2.819.644,00;2,93;51;77,29;3,8;1
EMP000157;Employee_157;Male;45;Operations;Operations Staff;04/04/2025;Active;;Diploma;Medan;Rp32.900.725,00;>Rp25 jt;Rp7.066.089,00;2,88;50;73,66;1,2;2
EMP000158;Employee_158;Male;38;Finance;Accountant;27/03/2023;Active;;Master;Bandung;Rp33.377.403,00;>Rp25 jt;Rp2.083.732,00;4,17;51;91,46;3,2;4
EMP000159;Employee_159;Male;24;Marketing;SEO Specialist;02/04/2024;Active;;High School;Jakarta;Rp13.119.893,00;Rp10 jt - Rp15 jt;Rp2.930.962,00;4,24;48;77,72;2,2;2
EMP000160;Employee_160;Male;38;Marketing;SEO Specialist;14/01/2020;Active;;Diploma;Semarang;Rp32.944.324,00;>Rp25 jt;Rp4.013.376,00;3,49;1;97,99;6,4;3
EMP000161;Employee_161;Male;41;Operations;Financial Analyst;23/02/2020;Active;;Master;Surabaya;Rp29.248.483,00;>Rp25 jt;Rp8.379.602,00;2,67;39;83,54;6,3;1
EMP000162;Employee_162;Female;26;Customer Service;Customer Support;03/02/2021;Active;;High School;Bandung;Rp33.941.696,00;>Rp25 jt;Rp6.884.194,00;0;40;90,99;5,4;1
EMP000163;Employee_163;Male;40;Operations;Data Analyst;27/07/2021;Resigned;12/07/2025;Master;Bandung;Rp24.593.504,00;Rp15 jt - Rp25 jt;Rp6.327.639,00;4,82;53;81,06;4;5
EMP000164;Employee_164;Male;56;Logistics;Supply Chain Analyst;21/06/2023;Active;;Master;Bandung;Rp33.349.891,00;>Rp25 jt;Rp8.271.664,00;3,88;40;99,4;3;3
EMP000165;Employee_165;Female;53;Customer Service;Call Center;08/02/2024;Resigned;01/09/2025;Master;Bandung;Rp20.761.584,00;Rp15 jt - Rp25 jt;Rp5.722.957,00;3,67;58;92,27;1,6;2
EMP000166;Employee_166;Male;22;Sales;Sales Executive;10/09/2021;Active;;High School;Jakarta;Rp29.562.559,00;>Rp25 jt;Rp5.302.382,00;4,8;6;76,96;4,8;5
EMP000167;Employee_167;Male;27;Marketing;Marketing Executive;11/10/2024;Active;;High School;Bandung;Rp5.515.642,00;Rp5 jt - Rp10 jt;Rp2.451.662,00;0;52;81,88;1,7;2
EMP000168;Employee_168;Female;42;Marketing;SEO Specialist;24/12/2025;Active;;Master;Surabaya;Rp16.392.661,00;Rp15 jt - Rp25 jt;Rp2.614.435,00;3,64;49;73,09;0,5;3
EMP000169;Employee_169;Female;23;Logistics;Warehouse Staff;29/01/2018;Active;;Diploma;Bandung;Rp34.610.367,00;>Rp25 jt;Rp2.003.280,00;4,14;23;72,3;8,4;3
EMP000170;Employee_170;Male;31;Marketing;SEO Specialist;02/02/2025;Active;;Bachelor;Surabaya;Rp29.484.137,00;>Rp25 jt;Rp4.261.705,00;2,93;55;91,02;1,4;1
EMP000171;Employee_171;Female;43;Operations;Operations Manager;18/05/2021;Active;;Bachelor;Surabaya;Rp31.897.597,00;>Rp25 jt;Rp7.376.524,00;3,83;53;80,24;5,1;2
EMP000172;Employee_172;Female;43;Operations;Operations Staff;31/03/2020;Active;;Diploma;Bandung;Rp24.153.274,00;Rp15 jt - Rp25 jt;Rp3.192.693,00;2,78;40;92,66;6,2;4
EMP000173;Employee_173;Male;27;Sales;Sales Manager;06/09/2023;Active;;Bachelor;Medan;Rp10.090.959,00;Rp10 jt - Rp15 jt;Rp5.385.108,00;4,66;43;84,81;2,8;1
EMP000174;Employee_174;Female;25;Marketing;Marketing Executive;06/03/2024;Active;;Master;Medan;Rp27.616.123,00;>Rp25 jt;Rp6.656.604,00;4,12;23;71,01;2,3;3
EMP000175;Employee_175;Female;41;IT;Data Analyst;17/05/2019;Active;;Bachelor;Surabaya;Rp27.326.774,00;>Rp25 jt;Rp3.015.252,00;3,55;39;92,27;7,1;4
EMP000176;Employee_176;Male;54;IT;System Admin;14/05/2018;Active;;High School;Surabaya;Rp10.362.718,00;Rp10 jt - Rp15 jt;Rp7.892.702,00;3,23;55;98,84;8,1;4
EMP000177;Employee_177;Female;21;Customer Service;Customer Support;06/01/2021;Active;;Diploma;Yogyakarta;Rp13.471.503,00;Rp10 jt - Rp15 jt;Rp6.971.386,00;2,52;53;73,27;5,4;4
EMP000178;Employee_178;Female;49;Sales;Sales Executive;17/11/2022;Active;;High School;Surabaya;Rp34.988.522,00;>Rp25 jt;Rp7.713.218,00;2,6;21;98,25;3,6;5
EMP000179;Employee_179;Male;39;IT;Software Engineer;10/08/2020;Resigned;08/12/2022;High School;Bandung;Rp9.136.066,00;Rp5 jt - Rp10 jt;Rp5.950.977,00;2,95;55;96,29;2,3;5
EMP000180;Employee_180;Male;57;Operations;Operations Staff;02/01/2022;Active;;Master;Bandung;Rp25.605.727,00;>Rp25 jt;Rp9.891.626,00;3,59;6;80,27;4,5;1
EMP000181;Employee_181;Female;32;Customer Service;Customer Support;06/01/2020;Active;;Master;Jakarta;Rp31.988.990,00;>Rp25 jt;Rp7.537.169,00;2,68;10;72,29;6,5;2
EMP000182;Employee_182;Female;37;Sales;Sales Executive;04/06/2024;Active;;High School;Yogyakarta;Rp22.062.332,00;Rp15 jt - Rp25 jt;Rp4.414.737,00;2,91;30;86,64;2;2
EMP000183;Employee_183;Female;39;Finance;Financial Analyst;26/09/2018;Resigned;25/08/2023;High School;Semarang;Rp29.388.219,00;>Rp25 jt;Rp6.750.339,00;4,62;29;82,87;4,9;2
EMP000184;Employee_184;Female;43;Customer Service;Call Center;22/01/2018;Resigned;08/04/2021;Bachelor;Semarang;Rp19.677.003,00;Rp15 jt - Rp25 jt;Rp4.558.318,00;4,04;45;99,84;3,2;2
EMP000185;Employee_185;Female;26;HR;HR Manager;02/12/2018;Active;;Diploma;Bandung;Rp10.849.865,00;Rp10 jt - Rp15 jt;Rp8.348.676,00;3,02;44;85,22;7,5;1
EMP000186;Employee_186;Female;38;Customer Service;Call Center;05/03/2020;Active;;Master;Bandung;Rp34.225.205,00;>Rp25 jt;Rp4.480.751,00;4,92;2;70,57;6,3;2
EMP000187;Employee_187;Female;54;Sales;Sales Executive;12/08/2025;Active;;High School;Surabaya;Rp27.400.031,00;>Rp25 jt;Rp2.848.744,00;4,33;48;99,35;0,8;3
EMP000188;Employee_188;Male;58;Logistics;Supply Chain Analyst;21/02/2018;Active;;High School;Surabaya;Rp5.935.870,00;Rp5 jt - Rp10 jt;Rp2.636.196,00;3,47;5;85,52;8,3;1
EMP000189;Employee_189;Male;21;Operations;Operations Staff;19/03/2024;Active;;Diploma;Yogyakarta;Rp30.913.967,00;>Rp25 jt;Rp6.984.352,00;4,72;37;85,77;2,2;3
EMP000190;Employee_190;Male;23;Customer Service;Call Center;12/11/2024;Active;;Master;Bandung;Rp18.408.024,00;Rp15 jt - Rp25 jt;Rp1.987.667,00;2,91;5;81,78;1,6;3
EMP000191;Employee_191;Female;24;Sales;Sales Manager;22/11/2025;Active;;Master;Medan;Rp26.322.782,00;>Rp25 jt;Rp1.575.593,00;2,77;53;90,78;0,6;1
EMP000192;Employee_192;Female;21;Operations;Operations Staff;02/06/2025;Resigned;Missing Resignation Date;Master;Semarang;Rp30.190.296,00;>Rp25 jt;Rp1.505.048,00;3,95;21;76,84;1;1
EMP000193;Employee_193;Female;36;HR;HR Staff;10/09/2018;Active;;Diploma;Medan;Rp21.745.616,00;Rp15 jt - Rp25 jt;Rp6.369.957,00;3,73;23;97,06;7,8;3
EMP000194;Employee_194;Female;58;Sales;Sales Manager;22/12/2020;Active;;Diploma;Surabaya;Rp30.328.351,00;>Rp25 jt;Rp8.631.398,00;4,43;50;94,65;5,5;3
EMP000195;Employee_195;Female;21;Logistics;Supply Chain Analyst;10/12/2019;Active;;Bachelor;Jakarta;Rp32.789.085,00;>Rp25 jt;Rp5.893.497,00;2,69;1;85,04;6,5;4
EMP000196;Employee_196;Male;27;Logistics;Supply Chain Analyst;18/09/2023;Resigned;08/01/2026;Bachelor;Yogyakarta;Rp17.523.411,00;Rp15 jt - Rp25 jt;Rp2.180.077,00;3,47;25;75,98;2,3;5
EMP000197;Employee_197;Female;40;Logistics;Supply Chain Analyst;14/09/2023;Active;;High School;Bandung;Rp34.078.849,00;>Rp25 jt;Rp8.207.511,00;4,74;27;97,17;2,8;2
EMP000198;Employee_198;Female;32;Logistics;Supply Chain Analyst;01/05/2023;Active;;Master;Jakarta;Rp28.823.973,00;>Rp25 jt;Rp493.504,00;3,4;53;91,62;3,1;5
EMP000199;Employee_199;Female;23;Customer Service;Customer Support;17/11/2021;Resigned;11/04/2024;High School;Yogyakarta;Rp27.879.743,00;>Rp25 jt;Rp6.901.926,00;4,58;14;76,25;2,4;3
EMP000200;Employee_200;Female;49;Operations;Operations Manager;21/04/2020;Active;;Bachelor;Bandung;Rp17.245.664,00;Rp15 jt - Rp25 jt;Rp8.303.806,00;3,22;15;79,79;6,2;5
EMP000201;Employee_201;Female;42;Sales;Sales Manager;27/10/2020;Active;;Master;Yogyakarta;Rp17.599.561,00;Rp15 jt - Rp25 jt;Rp8.264.850,00;2,68;9;80;5,6;4
EMP000202;Employee_202;Female;55;Customer Service;Customer Support;10/10/2024;Resigned;Missing Resignation Date;Bachelor;Medan;Rp10.660.096,00;Rp10 jt - Rp15 jt;Rp7.248.433,00;3,63;36;85,62;1,7;5
EMP000203;Employee_203;Female;55;Operations;Operations Manager;18/03/2024;Active;;Diploma;Jakarta;Rp9.359.307,00;Rp5 jt - Rp10 jt;Rp3.874.367,00;4,85;54;88,65;2,3;5
EMP000204;Employee_204;Female;44;Logistics;Warehouse Staff;23/07/2022;Active;;Bachelor;Medan;Rp24.570.006,00;Rp15 jt - Rp25 jt;Rp1.918.057,00;2,87;52;92,35;3,9;5
EMP000205;Employee_205;Female;42;IT;System Admin;10/05/2025;Active;;Bachelor;Bandung;Rp6.555.193,00;Rp5 jt - Rp10 jt;Rp2.823.797,00;4,58;40;95,92;1,1;5
EMP000206;Employee_206;Male;31;IT;System Admin;27/07/2022;Active;;Bachelor;Yogyakarta;Rp32.171.979,00;>Rp25 jt;Rp3.322.475,00;3,63;38;94,24;3,9;3
EMP000207;Employee_207;Male;57;IT;Data Analyst;12/07/2022;Active;;High School;Medan;Rp11.185.786,00;Rp10 jt - Rp15 jt;Rp5.517.968,00;4,13;29;98,16;3,9;4
EMP000208;Employee_208;Male;43;Finance;Accountant;22/09/2018;Active;;High School;Yogyakarta;Rp5.675.871,00;Rp5 jt - Rp10 jt;Rp9.309.392,00;4,95;22;72,51;7,7;2
EMP000209;Employee_209;Female;45;Customer Service;Call Center;22/12/2023;Active;;Master;Jakarta;Rp8.027.222,00;Rp5 jt - Rp10 jt;Rp8.411.482,00;3,1;29;74,76;2,5;1
EMP000210;Employee_210;Male;32;HR;HR Manager;02/05/2025;Active;;Bachelor;Yogyakarta;Rp19.589.262,00;Rp15 jt - Rp25 jt;Rp1.412.036,00;4,81;44;72,36;1,1;1
EMP000211;Employee_211;Female;57;Finance;Accountant;05/09/2022;Active;;Master;Medan;Rp9.836.309,00;Rp5 jt - Rp10 jt;Rp520.238,00;3,51;4;85,13;3,8;1
EMP000212;Employee_212;Female;29;IT;System Admin;28/01/2018;Active;;Bachelor;Yogyakarta;Rp26.265.961,00;>Rp25 jt;Rp8.476.896,00;4,08;51;98,88;8,4;4
EMP000213;Employee_213;Male;36;Logistics;Supply Chain Analyst;14/02/2022;Active;;Master;Yogyakarta;Rp4.005.915,00;<Rp5 jt;Rp9.989.557,00;4,54;43;96,4;4,3;2
EMP000214;Employee_214;Male;50;Sales;Sales Executive;27/02/2024;Active;;High School;Bandung;Rp14.310.337,00;Rp10 jt - Rp15 jt;Rp7.139.996,00;4,4;12;91,1;2,3;4
EMP000215;Employee_215;Male;47;Marketing;SEO Specialist;23/11/2025;Active;;Bachelor;Semarang;Rp25.436.190,00;>Rp25 jt;Rp9.984.530,00;4,62;13;82,38;0,6;1
EMP000216;Employee_216;Female;55;Sales;Sales Executive;11/11/2021;Active;;Master;Bandung;Rp12.173.640,00;Rp10 jt - Rp15 jt;Rp3.688.156,00;3,63;35;71,49;4,6;4
EMP000217;Employee_217;Male;23;Marketing;Marketing Executive;10/01/2024;Active;;Bachelor;Yogyakarta;Rp14.747.155,00;Rp10 jt - Rp15 jt;Rp8.403.984,00;3,09;22;71,86;2,4;1
EMP000218;Employee_218;Female;28;Customer Service;Call Center;17/07/2022;Active;;Bachelor;Bandung;Rp11.889.188,00;Rp10 jt - Rp15 jt;Rp2.697.616,00;3,01;39;71,16;3,9;5
EMP000219;Employee_219;Male;28;Sales;Sales Manager;30/10/2022;Resigned;Missing Resignation Date;Diploma;Surabaya;Rp9.794.021,00;Rp5 jt - Rp10 jt;Rp5.869.432,00;3,9;39;87,21;3,6;3
EMP000220;Employee_220;Female;22;HR;Recruiter;27/05/2019;Active;;Master;Jakarta;Rp18.580.090,00;Rp15 jt - Rp25 jt;Rp4.978.256,00;3,29;33;80,83;7,1;4
EMP000221;Employee_221;Female;40;Operations;Operations Staff;15/04/2020;Active;;Diploma;Bandung;Rp6.174.547,00;Rp5 jt - Rp10 jt;Rp6.971.376,00;2,66;38;71,7;6,2;3
EMP000222;Employee_222;Female;36;Sales;Sales Executive;27/09/2022;Active;;Master;Yogyakarta;Rp14.780.862,00;Rp10 jt - Rp15 jt;Rp2.105.015,00;3,48;14;88,82;3,7;1
EMP000223;Employee_223;Male;40;Operations;Operations Manager;30/12/2021;Active;;Master;Yogyakarta;Rp17.495.804,00;Rp15 jt - Rp25 jt;Rp7.901.143,00;3,55;26;76,73;4,5;2
EMP000224;Employee_224;Female;49;HR;HR Staff;17/05/2025;Resigned;Missing Resignation Date;Diploma;Bandung;Rp8.709.616,00;Rp5 jt - Rp10 jt;Rp9.567.025,00;3,02;3;73,06;1,1;1
EMP000225;Employee_225;Male;44;HR;HR Manager;25/10/2018;Active;;High School;Yogyakarta;Rp13.320.726,00;Rp10 jt - Rp15 jt;Rp1.233.950,00;2,58;38;87,48;7,7;5
EMP000226;Employee_226;Male;35;Customer Service;Call Center;06/12/2022;Resigned;Missing Resignation Date;Diploma;Surabaya;Rp33.613.183,00;>Rp25 jt;Rp9.552.412,00;2,8;17;92,18;3,5;1
EMP000227;Employee_227;Female;51;HR;HR Manager;03/10/2019;Active;;Diploma;Yogyakarta;Rp15.986.149,00;Rp15 jt - Rp25 jt;Rp1.167.636,00;4,61;36;85,88;6,7;2
EMP000228;Employee_228;Male;48;Finance;Financial Analyst;06/09/2021;Active;;Master;Surabaya;Rp27.095.577,00;>Rp25 jt;Rp5.500.075,00;3,87;3;70,88;4,8;1
EMP000229;Employee_229;Female;50;Operations;Operations Staff;16/09/2019;Active;;Bachelor;Medan;Rp32.536.177,00;>Rp25 jt;Rp6.166.155,00;3,9;37;75,5;6,8;4
EMP000230;Employee_230;Male;38;Operations;Operations Staff;22/08/2022;Active;;Diploma;Semarang;Rp18.820.846,00;Rp15 jt - Rp25 jt;Rp7.427.184,00;3,59;31;71,48;3,8;1
EMP000231;Employee_231;Male;57;Logistics;Supply Chain Analyst;19/10/2021;Active;;Master;Surabaya;Rp25.223.157,00;>Rp25 jt;Rp9.423.096,00;3,94;39;71,44;4,7;2
EMP000232;Employee_232;Male;34;Finance;Accountant;11/05/2023;Active;;Bachelor;Jakarta;Rp29.477.022,00;>Rp25 jt;Rp18.241,00;4,71;13;80,7;3,1;5
EMP000233;Employee_233;Male;33;Marketing;SEO Specialist;23/11/2019;Active;;Bachelor;Yogyakarta;Rp27.089.444,00;>Rp25 jt;Rp3.841.588,00;0;15;86,77;6,6;1
EMP000234;Employee_234;Female;34;Sales;Sales Manager;07/09/2018;Active;;Diploma;Surabaya;Rp13.317.302,00;Rp10 jt - Rp15 jt;Rp8.555.991,00;4,7;10;94,85;7,8;5
EMP000235;Employee_235;Female;29;HR;Recruiter;23/01/2021;Active;;High School;Bandung;Rp5.544.889,00;Rp5 jt - Rp10 jt;Rp6.531.615,00;3,46;43;97,89;5,4;5
EMP000236;Employee_236;Female;35;Operations;Operations Manager;12/08/2020;Active;;Master;Jakarta;Rp9.784.651,00;Rp5 jt - Rp10 jt;Rp15.462,00;4,39;33;85,97;5,9;2
EMP000237;Employee_237;Female;25;IT;Software Engineer;02/09/2022;Active;;Diploma;Surabaya;Rp16.457.343,00;Rp15 jt - Rp25 jt;Rp5.566.925,00;3,14;9;91,31;3,8;5
EMP000238;Employee_238;Male;54;Logistics;Supply Chain Analyst;27/10/2021;Active;;Master;Jakarta;Rp16.497.008,00;Rp15 jt - Rp25 jt;Rp6.910.095,00;4,83;3;79,98;4,6;3
EMP000239;Employee_239;Male;50;Operations;Operations Staff;11/11/2019;Resigned;18/11/2022;Bachelor;Semarang;Rp24.173.334,00;Rp15 jt - Rp25 jt;Rp819.334,00;2,88;34;81,2;3;2
EMP000240;Employee_240;Female;37;Finance;Financial Analyst;30/12/2018;Active;;Diploma;Semarang;Rp34.220.951,00;>Rp25 jt;Rp5.811.051,00;4,72;41;81,77;7,5;1
EMP000241;Employee_241;Male;33;Sales;Sales Manager;04/06/2021;Active;;High School;Surabaya;Rp33.309.766,00;>Rp25 jt;Rp8.561.855,00;3,28;0;79,83;5;2
EMP000242;Employee_242;Male;32;HR;HR Manager;04/07/2022;Resigned;02/04/2026;Bachelor;Jakarta;Rp33.679.262,00;>Rp25 jt;Rp8.539.106,00;2,63;24;86,13;3,7;3
EMP000243;Employee_243;Female;38;Marketing;Marketing Executive;02/10/2020;Active;;Diploma;Bandung;Rp15.954.939,00;Rp15 jt - Rp25 jt;Rp7.113.906,00;4,29;48;90,43;5,7;2
EMP000244;Employee_244;Female;50;Finance;Accountant;04/11/2023;Active;;Bachelor;Semarang;Rp4.984.938,00;<Rp5 jt;Rp5.272.059,00;3,82;4;76,82;2,6;2
EMP000245;Employee_245;Male;46;IT;Software Engineer;11/01/2021;Active;;Diploma;Yogyakarta;Rp23.722.424,00;Rp15 jt - Rp25 jt;Rp5.267.188,00;3,02;52;78,1;5,4;1
EMP000246;Employee_246;Female;22;IT;System Admin;17/12/2018;Active;;Master;Jakarta;Rp10.599.265,00;Rp10 jt - Rp15 jt;Rp7.720.892,00;3,33;19;91,53;7,5;1
EMP000247;Employee_247;Female;51;Operations;Operations Manager;09/06/2022;Active;;Diploma;Medan;Rp15.998.036,00;Rp15 jt - Rp25 jt;Rp3.426.101,00;4,45;57;96,91;4;1
EMP000248;Employee_248;Female;28;HR;Recruiter;23/11/2021;Active;;Bachelor;Semarang;Rp8.212.620,00;Rp5 jt - Rp10 jt;Rp1.971.429,00;4,32;25;77,16;4,6;3
EMP000249;Employee_249;Female;21;Finance;Financial Analyst;12/03/2018;Active;;High School;Medan;Rp31.083.556,00;>Rp25 jt;Rp5.676.028,00;4,97;35;98,71;8,3;4
EMP000250;Employee_250;Female;31;Logistics;Warehouse Staff;24/07/2021;Active;;Master;Surabaya;Rp16.160.006,00;Rp15 jt - Rp25 jt;Rp4.439.214,00;3,91;22;81,99;4,9;2
EMP000251;Employee_251;Male;54;IT;System Admin;25/03/2025;Active;;Master;Semarang;Rp15.935.993,00;Rp15 jt - Rp25 jt;Rp7.582.797,00;3,21;33;99,58;1,2;5
EMP000252;Employee_252;Male;36;Logistics;Warehouse Staff;16/07/2022;Active;;Bachelor;Jakarta;Rp31.576.618,00;>Rp25 jt;Rp2.270.140,00;3,46;19;91,62;3,9;3
EMP000253;Employee_253;Female;43;Marketing;Marketing Executive;08/05/2018;Active;;Diploma;Medan;Rp15.430.955,00;Rp15 jt - Rp25 jt;Rp564.030,00;2,85;49;84,6;8,1;5
EMP000254;Employee_254;Female;49;HR;HR Manager;30/09/2022;Active;;Master;Yogyakarta;Rp33.357.953,00;>Rp25 jt;Rp9.505.426,00;3,08;7;75,14;3,7;1
EMP000255;Employee_255;Female;31;Customer Service;Customer Support;27/12/2022;Active;;Diploma;Jakarta;Rp25.928.121,00;>Rp25 jt;Rp2.420.554,00;3,89;18;81,22;3,5;3
EMP000256;Employee_256;Male;55;HR;Recruiter;05/04/2025;Resigned;Missing Resignation Date;Master;Semarang;Rp6.943.891,00;Rp5 jt - Rp10 jt;Rp1.028.651,00;3,38;3;82,65;1,2;2
EMP000257;Employee_257;Male;42;IT;Software Engineer;24/03/2025;Resigned;Missing Resignation Date;Bachelor;Yogyakarta;Rp20.510.845,00;Rp15 jt - Rp25 jt;Rp4.942.045,00;4,81;10;82,04;1,2;5
EMP000258;Employee_258;Female;55;Customer Service;Call Center;28/03/2022;Active;;Bachelor;Surabaya;Rp11.830.323,00;Rp10 jt - Rp15 jt;Rp9.048.314,00;3,85;32;84,38;4,2;1
EMP000259;Employee_259;Female;50;Customer Service;Customer Support;14/10/2025;Active;;Master;Surabaya;Rp33.862.346,00;>Rp25 jt;Rp8.805.265,00;3,22;34;93,24;0,7;5
EMP000260;Employee_260;Male;44;Sales;Sales Manager;14/04/2025;Resigned;Missing Resignation Date;Master;Surabaya;Rp13.210.325,00;Rp10 jt - Rp15 jt;Rp7.810.293,00;4,26;58;95,38;1,2;3
EMP000261;Employee_261;Female;22;Customer Service;Customer Support;17/05/2022;Active;;Bachelor;Bandung;Rp13.925.068,00;Rp10 jt - Rp15 jt;Rp406.114,00;4,49;53;73,15;4,1;4
EMP000262;Employee_262;Female;26;IT;Software Engineer;11/01/2025;Resigned;Missing Resignation Date;Bachelor;Bandung;Rp28.865.872,00;>Rp25 jt;Rp2.313.476,00;4,17;4;90,4;1,4;4
EMP000263;Employee_263;Female;50;Customer Service;Call Center;30/03/2022;Resigned;23/09/2025;High School;Jakarta;Rp31.045.700,00;>Rp25 jt;Rp6.244.758,00;4,81;45;78,05;3,5;3
EMP000264;Employee_264;Male;39;HR;HR Staff;08/06/2018;Active;;Bachelor;Surabaya;Rp7.497.805,00;Rp5 jt - Rp10 jt;Rp2.163.817,00;4,28;30;72,62;8;2
EMP000265;Employee_265;Male;22;Marketing;Marketing Executive;09/06/2024;Active;;Bachelor;Yogyakarta;Rp18.907.007,00;Rp15 jt - Rp25 jt;Rp3.546.952,00;3,57;22;80,58;2;1
EMP000266;Employee_266;Female;30;Sales;Sales Executive;18/02/2025;Resigned;31/07/2025;Master;Bandung;Rp27.686.255,00;>Rp25 jt;Rp3.123.598,00;2,55;43;93,19;0,4;1
EMP000267;Employee_267;Male;56;Marketing;Marketing Executive;27/03/2021;Active;;High School;Jakarta;Rp13.453.673,00;Rp10 jt - Rp15 jt;Rp7.200.757,00;2,79;17;77,59;5,2;1
EMP000268;Employee_268;Female;22;Operations;Operations Manager;19/11/2022;Active;;Bachelor;Jakarta;Rp22.022.508,00;Rp15 jt - Rp25 jt;Rp3.291.589,00;4,94;48;96,43;3,6;4
EMP000269;Employee_269;Female;52;Marketing;Marketing Executive;08/10/2022;Active;;High School;Yogyakarta;Rp32.256.351,00;>Rp25 jt;Rp8.184.821,00;4,08;37;99;3,7;5
EMP000270;Employee_270;Male;28;Operations;Operations Manager;02/11/2022;Active;;High School;Jakarta;Rp28.244.534,00;>Rp25 jt;Rp1.321.215,00;3,06;13;90,62;3,6;5
